"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","fatty acid biosynthetic process","GO:0006633","0.000007532316000909718","5.123071468451896","77","222","12","11706","FBGN0039774,FBGN0012034,FBGN0283427,FBGN0043043,FBGN0039755,FBGN0020236,FBGN0027348,FBGN0035471,FBGN0034383,FBGN0039754,FBGN0050008,FBGN0042627"
"GO:BP","carboxylic acid biosynthetic process","GO:0046394","0.000007532316000909718","5.123071468451896","131","222","15","11706","FBGN0039774,FBGN0038257,FBGN0012034,FBGN0283427,FBGN0043043,FBGN0038074,FBGN0039755,FBGN0029823,FBGN0020236,FBGN0027348,FBGN0035471,FBGN0034383,FBGN0039754,FBGN0050008,FBGN0042627"
"GO:BP","carbohydrate metabolic process","GO:0005975","0.000012674700440140982","4.897062296194322","284","218","21","11706","FBGN0022359,FBGN0033294,FBGN0261575,FBGN0020506,FBGN0022700,FBGN0053138,FBGN0034117,FBGN0038257,FBGN0030968,FBGN0023477,FBGN0036942,FBGN0283427,FBGN0004057,FBGN0038074,FBGN0035978,FBGN0004654,FBGN0001187,FBGN0034618,FBGN0031907,FBGN0262782,FBGN0013763"
"GO:BP","fatty acid metabolic process","GO:0006631","0.00003579090436543697","4.44622732770788","134","222","14","11706","FBGN0039774,FBGN0012034,FBGN0283427,FBGN0043043,FBGN0039755,FBGN0027579,FBGN0020236,FBGN0027348,FBGN0035471,FBGN0034383,FBGN0039754,FBGN0013772,FBGN0050008,FBGN0042627"
"GO:BP","small molecule biosynthetic process","GO:0044283","0.00006055681997849458","4.217836939024058","262","222","19","11706","FBGN0030029,FBGN0030367,FBGN0039774,FBGN0038257,FBGN0001208,FBGN0012034,FBGN0039464,FBGN0283427,FBGN0043043,FBGN0038074,FBGN0039755,FBGN0029823,FBGN0020236,FBGN0027348,FBGN0035471,FBGN0034383,FBGN0039754,FBGN0050008,FBGN0042627"
"GO:BP","monocarboxylic acid metabolic process","GO:0032787","0.00009545388263716656","4.0202064017532635","198","222","16","11706","FBGN0039774,FBGN0012034,FBGN0283427,FBGN0043043,FBGN0039755,FBGN0027579,FBGN0004654,FBGN0001187,FBGN0020236,FBGN0027348,FBGN0035471,FBGN0034383,FBGN0039754,FBGN0013772,FBGN0050008,FBGN0042627"
"GO:BP","cellular carbohydrate metabolic process","GO:0044262","0.000227079664446361","3.6438217561993174","120","184","11","11706","FBGN0022359,FBGN0033294,FBGN0053138,FBGN0036942,FBGN0283427,FBGN0038074,FBGN0035978,FBGN0004654,FBGN0001187,FBGN0034618,FBGN0031907"
"GO:BP","lipid biosynthetic process","GO:0008610","0.0004744511742868641","3.3238084741299256","280","222","18","11706","FBGN0030367,FBGN0039769,FBGN0039774,FBGN0038876,FBGN0012034,FBGN0283427,FBGN0043043,FBGN0039111,FBGN0039755,FBGN0027579,FBGN0020236,FBGN0027348,FBGN0035471,FBGN0034383,FBGN0039754,FBGN0010611,FBGN0050008,FBGN0042627"
"GO:BP","lipid catabolic process","GO:0016042","0.0020111749683639087","2.6965501449728944","166","113","9","11706","FBGN0051091,FBGN0031533,FBGN0039769,FBGN0034117,FBGN0010052,FBGN0033170,FBGN0039774,FBGN0036996,FBGN0032266"
"GO:BP","glucose 6-phosphate metabolic process","GO:0051156","0.002599972610609562","2.585031227076791","14","175","4","11706","FBGN0023477,FBGN0004057,FBGN0004654,FBGN0001187"
