GO_term	Dm_F_wh_L(up)	Dm_F_wh_L(down)	Dm_F_ov(up)	Dm_F_ov(down)	Dp_F_ab(up)	Dp_F_ab(down)	Dp_F_hd(up)	Dp_F_hd(down)	Dp_M_ab(up)	Dp_M_ab(down)	Dp_M_hd(up)	Dp_M_hd(down)	Dm_F_wh_D(up)	Dm_F_wh_D(down)	Dm_M_ts(up)	Dm_M_ts(down)	Af_F_wh(up)	Af_F_wh(down)
GO:0040011	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
GO:0009888	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0
GO:0097485	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0048104	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0072507	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
GO:0120081	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0004667	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006091	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0
GO:0001952	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0060047	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0032956	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
GO:0016203	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008015	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0060538	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006935	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0046415	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0019428	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0019628	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032970	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
GO:0007409	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0004846	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:1990450	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0015079	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0
GO:0016663	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004674	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0
GO:0044877	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	1	0	0
GO:0043520	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0022607	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0
GO:1902903	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
GO:0051643	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0045229	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0007593	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005219	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0004712	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1
GO:0045333	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0055117	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0006127	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0061564	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:1990547	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0016043	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0
GO:0032231	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0
GO:0006468	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0
GO:0015980	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0
GO:0048067	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0098918	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0098882	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005524	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
GO:0032795	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006875	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
GO:0032559	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
GO:0050062	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030554	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
GO:0060048	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0010810	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0036435	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0022404	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0070528	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0070831	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0004601	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0
GO:0016684	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0
GO:0030283	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0047035	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0035639	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
GO:0061058	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000255	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:1905937	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:2000255	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0002176	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0003013	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:2000254	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0003015	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0010286	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0048763	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0032555	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
GO:0006942	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0016772	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0
GO:0050896	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1
GO:0032553	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
GO:0017076	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0016661	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008238	0	0	0	0	1	1	0	1	0	1	0	1	0	0	1	0	0	1
GO:1902905	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0120305	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0048070	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0071731	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016310	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0
GO:0007339	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009988	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0035036	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0071840	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0
GO:0043042	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0048022	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:1900376	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:1900377	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0048021	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004683	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0
GO:0005315	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0019806	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0051235	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1
GO:0051495	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0030946	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0045821	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:2000284	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0045764	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0033240	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:2000282	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0042943	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005267	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0004368	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0004560	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0003833	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000036	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0106310	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0
GO:0052591	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0070530	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0008012	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0015928	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0052590	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0051192	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0102751	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0140414	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016901	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0008429	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0044620	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042826	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0008466	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:1990430	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009060	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0008273	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016209	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0
GO:0097039	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0031036	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:1900271	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0034122	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0034121	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0034127	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0034128	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0002756	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0019677	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0072526	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0019364	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0062207	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0055123	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0030003	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
GO:0048565	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0006873	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
GO:0015114	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0070193	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004143	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:1901099	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016576	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0070285	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:2001239	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:2001240	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016799	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0033192	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006145	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0061057	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042940	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042806	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0042330	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0140677	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0008121	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:1905936	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0016211	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0004356	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0015278	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004697	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004698	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000166	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
GO:1901265	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
GO:0004602	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0042335	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0004332	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0005251	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005178	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004723	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031175	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0048167	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0036440	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0004108	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:1902652	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
GO:0007205	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031177	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0
GO:0052826	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004989	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004713	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
GO:0004446	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0097367	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
GO:0043168	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
GO:0080019	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0
GO:0102965	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0
GO:0030155	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
GO:0048738	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0000904	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0090176	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0003951	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0004805	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0
GO:0099094	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0055082	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0
GO:0005200	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
GO:0048667	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0018105	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
GO:0043041	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0035331	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
GO:0009931	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0010857	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016880	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0048812	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0008037	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0000146	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
GO:0015277	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0120039	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0048858	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0051493	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0
GO:0018209	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
GO:0019725	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0
GO:0000186	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005975	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0
GO:0099639	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0051149	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0002764	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0098887	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0098968	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0098969	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0098877	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0051153	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0051155	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0098869	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0
GO:1903540	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0060298	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0060066	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0035848	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032990	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0022843	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
GO:0005432	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0015368	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0046339	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0044085	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0
GO:0098772	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0
GO:1900424	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
GO:0005217	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005515	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0
GO:0005516	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
GO:0002682	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0110109	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0034416	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0034417	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007424	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0
GO:0099604	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030199	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0031593	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0003746	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
GO:0036094	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0
GO:0061809	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0050135	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0004866	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
GO:0018107	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
GO:0007412	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0006004	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0097237	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0
GO:1990748	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0
GO:0035150	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0110053	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0061135	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
GO:0004185	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
GO:0050840	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0004738	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030414	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
GO:0004739	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0070588	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0018210	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
GO:0051209	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006542	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006110	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0006521	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:1903580	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0036093	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0046834	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0060541	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0
GO:0043519	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0045499	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0010883	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
GO:0019104	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0045296	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000902	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0
GO:0046113	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0004707	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0070008	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
GO:0019203	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0
GO:0062237	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:1902946	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0019722	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
GO:1903539	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0010884	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
GO:0051147	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0008235	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
GO:0031210	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0061134	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
GO:0006116	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0005244	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
GO:0046912	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
GO:0022832	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
GO:0003994	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016620	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	1	0	0
GO:0047780	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0050804	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0
GO:0030308	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0099177	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0
GO:0045317	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:1904315	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0099529	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0008046	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0016879	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0
GO:0008199	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009620	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0
GO:0006122	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016860	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
GO:0008335	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0005249	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
