GO_term	Dm_F_wh_L(up)	Dm_F_wh_L(down)	Dm_F_ov(up)	Dm_F_ov(down)	Dp_F_ab(up)	Dp_F_ab(down)	Dp_F_hd(up)	Dp_F_hd(down)	Dp_M_ab(up)	Dp_M_ab(down)	Dp_M_hd(up)	Dp_M_hd(down)	Dm_F_wh_D(up)	Dm_F_wh_D(down)	Dm_M_ts(up)	Dm_M_ts(down)	Af_F_wh(up)	Af_F_wh(down)
GO:0006420	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0098661	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
GO:0051238	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005342	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0046943	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0071331	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
GO:0006071	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
GO:0042321	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
GO:0009791	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:2000144	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0099514	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0035736	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0099517	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0060261	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007266	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0031589	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0005504	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0006528	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0004181	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
GO:0006290	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0019752	1	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0
GO:0031503	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0071326	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0051639	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0007155	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
GO:0008409	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0097745	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000964	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016202	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:1901861	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0004144	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GO:0060142	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006520	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0
GO:0006011	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0000959	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0034660	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:1901739	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0048634	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:1903343	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:1903341	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0014706	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0051139	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0051748	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
GO:0005451	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0016411	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GO:0015299	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0050660	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0
GO:0140101	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0003976	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0003983	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
GO:0017064	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0060537	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
GO:0070127	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0003014	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0009631	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0
GO:1902222	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
GO:0009225	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GO:0042138	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0035825	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:1902221	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
GO:0006559	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
GO:0006558	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
GO:0016256	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0140053	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006167	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0019789	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0044281	0	1	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0
GO:0009156	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:1901605	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
GO:0000768	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0014902	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0006949	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0007520	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0140253	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0009124	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0004531	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0019843	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0018833	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004586	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0016875	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016848	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016829	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
GO:0004812	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0047372	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008374	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1
GO:0042254	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0047150	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008407	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007129	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0015349	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0034470	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0070611	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009074	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0004155	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004590	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004588	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004518	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0110152	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004018	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0050661	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1
GO:0140828	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0070626	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004519	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
GO:0070569	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
GO:0070404	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0070402	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004853	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007156	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0
GO:0016925	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032543	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009409	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0
GO:0032240	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0090646	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0016034	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0098609	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0004085	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030165	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004001	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008757	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0051117	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008898	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0015298	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0015173	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016671	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009378	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0102176	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
GO:0003884	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0071949	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0003723	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
GO:0045143	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0003948	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0042274	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0034114	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0034113	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0034116	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0047555	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0034353	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004831	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009161	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:1905515	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0009445	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0009446	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0043436	0	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0
GO:0033387	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0099116	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0071932	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006364	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006082	0	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0
GO:0001965	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000400	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004816	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042054	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006418	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:1905382	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043039	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0034970	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0140527	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007131	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:1905380	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0070327	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0046033	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0003958	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004114	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0034046	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0140098	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004112	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008469	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0052720	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016889	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016893	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
GO:0008096	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0004534	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008172	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0033961	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0019206	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016780	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0004828	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009019	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008168	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016811	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
GO:0004520	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0044183	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1
GO:0036059	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0061321	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043038	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0046359	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016072	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0019605	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0045950	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009127	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0034110	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0070184	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0090305	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0009168	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0006641	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
GO:0022402	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0009123	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
GO:0098742	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0
GO:1901606	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
GO:0016894	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006622	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0090068	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0036058	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016200	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007127	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030490	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0019478	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:2000243	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0051146	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0006639	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
GO:0009063	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
GO:0046416	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0033477	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0045903	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0000019	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:1901566	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0006638	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
GO:0022416	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0045727	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000963	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0070192	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0015801	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009072	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
GO:0045132	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006591	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0006595	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0006596	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0033528	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006412	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
GO:0042026	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
GO:0016741	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
GO:0015385	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0003995	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
GO:0017128	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GO:0052890	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
GO:0097206	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0097205	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006518	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0007517	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0000966	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0003096	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0045787	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0061462	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007049	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0019787	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0032922	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000217	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0034109	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006575	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
GO:0008343	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0140647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0110155	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043138	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006399	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006437	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0070180	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0016298	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0
GO:0015386	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0004301	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0043153	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0018298	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GO:0022613	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0007523	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0044209	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016810	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0
GO:0055093	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GO:0070158	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042692	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0006421	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016073	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0050918	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007200	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0044208	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009648	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0004540	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GO:0036296	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GO:1903204	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0061982	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:2000241	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
GO:0005978	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
GO:0009167	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0048036	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0106380	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032261	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0033539	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
GO:0140747	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007098	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0009250	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
GO:0009126	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0016641	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0016653	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031023	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0000049	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0001530	0	1	0	0	0	1	0	0	1	1	0	1	0	1	1	0	0	0
GO:0016803	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0003735	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0004536	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0015297	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0007035	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042795	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0009301	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0043043	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
GO:0044262	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
GO:0031297	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0048790	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0006491	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0061318	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0061319	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0097090	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0046835	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
GO:0042273	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
GO:0006310	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032239	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0097176	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0090501	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GO:0034645	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
GO:0006312	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0036475	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0035721	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:1903599	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
